sex_s,cohort,gap,raw_log_mult,smoothed_log_mult,gauged_log_mult
male,18-70,34,-4.963870989822594,-4.963786311997502,-4.964976819096325
male,18-70,35,-4.659737002622373,-4.659976245593547,-4.6611667526923695
male,18-70,36,-5.300624735786429,-5.300316055493775,-5.301506562592598
male,18-70,37,-5.390261263709147,-5.389878972837803,-5.391069479936625
male,18-70,38,-4.611456057425149,-4.611895791536766,-4.613086298635589
male,18-70,39,-6.240087402591612,-6.238086764790374,-6.239277271889197
male,18-70,40,-5.343536779267172,-5.343738697788612,-5.344929204887435
male,18-70,41,-5.240440193144316,-5.240528779552252,-5.241719286651075
male,18-70,42,-5.438692660742066,-5.438447912491257,-5.4396384195900795
male,18-70,43,-4.983157594830148,-4.983515572680551,-4.984706079779373
male,18-70,44,-6.5305633717760365,-6.529006194488301,-6.530196701587124
male,18-70,45,-6.695452141919604,-6.693462846590916,-6.694653353689739
male,18-70,46,-4.51028518760724,-4.510775361130592,-4.511965868229415
male,18-70,47,-4.932848647478853,-4.932652107382627,-4.93384261448145
male,18-70,48,-5.294907208102317,-5.294599975881338,-5.295790482980161
male,18-70,49,-4.976217821069667,-4.976547143507011,-4.9777376506058335
male,18-70,50,-9.210340371976182,-9.210340371976182,-9.211530879075005
