sex_s,race_s,race_c,edu_s,edu_c,multiplier,log,sides_alloc
male,nh_black,nh_black,some_college,some_college,0.8492,-0.1635,7906.5
male,nh_black,nh_black,some_college,bachelors,1.1157,0.10944,3117.0
male,nh_black,nh_black,some_college,graduate,1.27,0.23903,1801.3
male,nh_black,nh_black,bachelors,hs_or_less,0.8474,-0.16558,1185.4
male,nh_black,nh_black,bachelors,some_college,0.7231,-0.32426,2010.0
male,nh_black,nh_black,bachelors,bachelors,0.9393,-0.06259,2964.1
male,nh_black,nh_black,bachelors,graduate,0.9788,-0.02146,1796.0
male,nh_black,nh_black,graduate,hs_or_less,1.1606,0.14892,519.6
male,nh_black,nh_black,graduate,some_college,0.847,-0.16609,767.4
male,nh_black,nh_black,graduate,bachelors,0.9284,-0.07424,1110.8
male,nh_black,nh_black,graduate,graduate,1.0322,0.03168,1899.9
male,nh_black,nh_asian,hs_or_less,hs_or_less,0.8173,-0.20178,113.0
male,nh_black,nh_asian,hs_or_less,some_college,0.7709,-0.26018,67.5
male,nh_black,nh_asian,hs_or_less,bachelors,0.8026,-0.21995,72.1
male,nh_black,nh_asian,hs_or_less,graduate,0.7194,-0.32941,25.7
male,nh_black,nh_asian,some_college,hs_or_less,1.0309,0.03038,65.7
male,nh_black,nh_asian,some_college,some_college,1.2283,0.2056,159.5
male,nh_black,nh_asian,some_college,bachelors,1.0143,0.01425,136.4
male,nh_black,nh_asian,some_college,graduate,0.6969,-0.36105,37.6
male,nh_black,nh_asian,bachelors,hs_or_less,1.6402,0.49483,43.3
male,nh_black,nh_asian,bachelors,some_college,1.2699,0.23893,53.9
male,nh_black,nh_asian,bachelors,bachelors,0.8715,-0.1375,129.0
male,nh_black,nh_asian,bachelors,graduate,0.921,-0.08231,84.0
male,nh_black,nh_asian,graduate,hs_or_less,1.2455,0.21956,13.5
male,nh_black,nh_asian,graduate,some_college,1.3756,0.31892,25.1
male,nh_black,nh_asian,graduate,bachelors,0.9936,-0.00644,54.0
male,nh_black,nh_asian,graduate,graduate,1.0789,0.07595,96.8
male,nh_black,nh_aian,hs_or_less,hs_or_less,1.124,0.11692,58.8
male,nh_black,nh_aian,hs_or_less,some_college,1.2462,0.22009,44.1
male,nh_black,nh_aian,hs_or_less,bachelors,1.1067,0.10137,9.7
male,nh_black,nh_aian,hs_or_less,graduate,0.9769,-0.02335,1.4
male,nh_black,nh_aian,some_college,hs_or_less,0.9997,-0.00026,22.1
male,nh_black,nh_aian,some_college,some_college,0.8412,-0.17295,26.7
male,nh_black,nh_aian,some_college,bachelors,0.858,-0.15314,2.0
male,nh_black,nh_aian,some_college,graduate,0.9526,-0.04852,1.1
male,nh_black,nh_aian,bachelors,hs_or_less,1.1104,0.10469,10.2
male,nh_black,nh_aian,bachelors,some_college,0.9557,-0.04527,9.5
male,nh_black,nh_aian,bachelors,bachelors,1.0296,0.02915,9.9
male,nh_black,nh_aian,bachelors,graduate,0.9395,-0.06244,1.3
male,nh_black,nh_aian,graduate,hs_or_less,0.9786,-0.02166,1.3
male,nh_black,nh_aian,graduate,some_college,1.0503,0.04904,5.4
male,nh_black,nh_aian,graduate,bachelors,0.9812,-0.019,2.7
male,nh_black,nh_aian,graduate,graduate,0.9279,-0.0748,1.0
male,nh_black,nh_nhpi,hs_or_less,hs_or_less,0.9536,-0.04746,26.1
