cbsa,sex,band,est,published,gap,pub_moe,moe,pass_pub_moe,pass_combined_moe
24020,Male,40-44,3932.0,3799,133.0,303.0,336.9129074126576,True,True
24020,Male,45-49,3698.0,3603,95.0,80.0,155.92092388050426,False,True
29820,Male,45-49,74771.0,74785,-14.0,0.0,762.2895211400981,False,True
29820,Male,35-39,87041.0,85978,1063.0,1899.0,1933.6556223666098,True,True
29820,Male,40-44,81429.0,82061,-632.0,1900.0,1983.7263301004377,True,True
44220,Female,45-49,3930.0,3921,9.0,69.0,79.43323292237325,True,True
48260,Male,25-29,3183.2941578582454,3231,-47.7058421417546,122.0,84.6155076521001,True,True
48540,Male,50-54,4511.975098538025,4502,9.975098538025122,91.0,118.68878844882813,True,True
41780,Female,30-34,3320.9279974277465,3142,178.9279974277465,111.0,146.84757717904824,False,True
40220,Female,35-39,9775.00625748453,10082,-306.9937425154694,794.0,721.449296801051,True,True
44420,Female,25-29,3576.8033681995726,3841,-264.19663180042744,230.0,172.29774618144504,False,True
33340,Female,35-39,55388.0,54448,940.0,1230.0,2041.495104945148,True,True
33340,Female,40-44,50163.0,50540,-377.0,1255.0,1917.9066216867807,True,True
20740,Female,60-64,6502.752594299708,5892,610.7525942997081,492.1351440407401,457.6335772831578,False,True
27500,Female,45-49,4523.0,4972,-449.0,179.0,231.1198656433497,False,False
27500,Female,35-39,5383.0,5131,252.0,390.0,631.4097380831643,True,True
47220,Female,30-34,4768.439026051812,4711,57.43902605181211,53.0,175.24873727313644,False,True
47220,Female,18-24,5585.019977843899,6110,-524.9800221561009,441.70691640498455,291.81151863552594,False,True
47220,Male,25-29,5100.6773270252215,5454,-353.32267297477847,64.0,268.8646108441164,False,False
33220,Female,60-64,3375.691295675493,2926,449.69129567549317,238.53092042752024,259.8931418099054,False,False
33780,Female,60-64,6293.0,6086,207.0,478.26457113192066,456.87487392611126,True,True
29620,Female,25-29,16155.0,16364,-209.0,154.0,395.74098381706693,False,True
28020,Female,18-24,19849.0,20035,-186.0,1238.880946661139,730.485213142607,True,True
28020,Male,60-64,7401.0,7114,287.0,528.6482762669334,518.566779670179,True,True
13020,Male,18-24,3954.4528402537153,3947,7.452840253715294,328.3321488980328,115.14763511958591,True,True
13020,Male,30-34,3160.5054828765437,3182,-21.494517123456262,109.0,114.46338575016888,True,True
12980,Female,45-49,3885.804788696472,3867,18.80478869647186,68.0,104.90118372901543,True,True
33780,Male,18-24,6121.0,6178,-57.0,486.63538712263824,142.20879908166725,True,True
45900,Male,25-29,4273.234627503541,4162,111.23462750354065,120.0,164.8826194127719,True,True
33220,Male,65-69,2643.6056018284603,2108,535.6056018284603,238.3463865889307,248.9885885355707,False,False
11460,Male,30-34,13062.0,13008,54.0,9.0,374.68427562082184,False,True
28020,Female,30-34,8502.0,8536,-34.0,32.0,296.2623992152059,False,True
45900,Female,65-69,6768.123185647864,6296,472.1231856478644,403.4910160090309,423.3286461446183,False,True
22420,Male,55-59,13743.611922309183,13296,447.6119223091828,703.0,864.7236209140419,True,True
27100,Male,40-44,5547.0,5591,-44.0,379.0,458.55492553646184,True,True
45900,Female,50-54,4704.650113842891,4757,-52.34988615710881,130.0,193.97990490737988,True,True
11460,Male,18-24,32911.0,32833,78.0,1470.1377486480646,806.0115597976868,True,True
27100,Male,45-49,5070.0,5062,8.0,71.0,244.20383750311953,True,True
27140,Female,55-59,20157.75140381039,19695,462.7514038103909,744.0,903.7845420744791,True,True
27140,Male,55-59,16549.739086872032,16891,-341.2609131279678,1013.0,901.3868482201036,True,True
25620,Male,60-64,4770.679519271772,4677,93.67951927177182,533.9138507287482,429.1451850883281,True,True
25620,Female,25-29,5267.002267885737,5363,-95.99773211426327,147.0,174.7962181517656,True,True
39580,Female,50-54,51820.03872191854,51775,45.03872191854316,127.0,408.51881911301126,True,True
49180,Male,45-49,20168.39330911121,19642,526.3933091112085,216.0,378.1292853019084,False,False
25860,Male,45-49,12033.12216205122,11970,63.122162051220585,297.0,383.07869029354754,True,True
39580,Female,65-69,36893.5862588595,35821,1072.5862588594973,1365.9374070578783,1288.1950281906472,True,True
11700,Female,18-24,14972.141537022351,14749,223.14153702235126,1086.7916083592106,529.8892618530505,True,True
22180,Male,55-59,9192.457508324445,9452,-259.54249167555463,422.0,499.47746704427766,True,True
20500,Male,60-64,16788.150846368848,17152,-363.84915363115215,982.1919364360512,862.1815831534207,True,True
48900,Male,18-24,19993.0,19861,132.0,1146.0872567130305,498.4325569247057,True,True
11700,Female,30-34,14235.226849455601,13959,276.22684945560104,103.0,408.4663705367494,False,True
48900,Female,35-39,14381.0,14331,50.0,781.0,924.8909184060573,True,True
48900,Female,45-49,12776.0,12827,-51.0,216.0,251.78094004759376,True,True
48900,Male,30-34,12597.0,12901,-304.0,166.0,396.0277285367781,False,True
48900,Female,40-44,12925.0,12988,-63.0,745.0,841.8026923788317,True,True
40580,Male,60-64,4695.0,4763,-68.0,518.6106439324207,426.2394668229351,True,True
49180,Male,40-44,20788.380720757134,20279,509.38072075713353,854.0,1130.430152311636,True,True
40580,Female,18-24,5522.0,5567,-45.0,396.5463402932878,182.26384723457912,True,True
49180,Male,35-39,19497.019731512006,19452,45.01973151200582,863.0,1085.5491386351634,True,True
25860,Male,35-39,10688.954011166294,10902,-213.04598883370636,709.0,786.4552527001205,True,True
27340,Male,60-64,4573.3130216091295,4035,538.3130216091295,455.548021617919,403.049844451761,False,True
38240,Female,40-44,3157.878890200588,3342,-184.1211097994119,313.0,413.0186526191838,True,True
26820,Female,60-64,4218.088041610271,4116,102.08804161027092,406.0,405.5567767924167,True,True
46300,Female,45-49,3170.321839515054,3207,-36.67816048494615,89.0,86.47211649370149,True,True
46300,Female,35-39,4092.289452586275,4084,8.28945258627482,327.0,406.2799804003607,True,True
30300,Female,30-34,1749.7571821279607,2019,-269.24281787203927,95.0,59.19006129086559,False,False
17660,Male,50-54,5173.445927514298,5314,-140.5540724857019,93.0,217.9106663071143,False,True
26820,Male,55-59,3933.7079602762255,3895,38.70796027622555,345.0,434.1014681679325,True,True
46300,Female,40-44,3566.723472786498,3703,-136.27652721350205,338.0,397.02534625289144,True,True
17660,Male,65-69,5348.4648467416355,5739,-390.5351532583645,526.6431429345681,541.9629957739277,True,True
38540,Male,60-64,2637.970221534385,2599,38.97022153438502,336.1339018903032,229.32851020223217,True,True
30300,Female,18-24,2923.77031905182,2732,191.77031905182002,338.6354972533151,142.94869754539027,True,True
22220,Male,55-59,15328.593744534406,15565,-236.40625546559386,646.0,825.3535522622,True,True
26300,Female,60-64,3970.395122177896,4528,-557.6048778221038,475.5333847376018,327.35996839306705,False,True
30780,Male,65-69,19475.0,19060,415.0,1010.9564777971403,949.3717428653804,True,True
27860,Female,60-64,4166.0,4143,23.0,429.26099287030496,448.27336592335047,True,True
30780,Male,50-54,21537.0,21584,-47.0,197.0,337.1349141868134,True,True
21060,Female,25-29,3775.251953412089,3888,-112.74804658791118,96.0,292.84066188314324,False,True
33220,Male,50-54,2743.0376122499747,2722,21.0376122499747,116.0,136.56237424582062,True,True
12980,Female,40-44,4245.411209010758,3996,249.41120901075828,373.0,383.0917747515513,True,True
33780,Male,30-34,4961.0,5052,-91.0,167.0,222.59895412490152,True,True
27100,Male,35-39,5031.0,4741,290.0,374.0,480.2857739083576,True,True
12980,Female,35-39,4091.82137349532,4277,-185.17862650467987,342.0,345.5876370684412,True,True
38240,Female,45-49,2976.560032492692,2957,19.56003249269179,123.0,144.74783950306394,True,True
38240,Female,35-39,3450.7784706295497,3510,-59.2215293704503,304.0,420.09101696469776,True,True
25860,Male,40-44,10571.859450296663,10452,119.85945029666254,655.0,734.2760635048054,True,True
40580,Female,30-34,4744.0,4635,109.0,79.0,204.44411816251895,False,True
24860,Male,25-29,30717.81641717276,31001,-283.1835828272415,115.0,509.38682752003325,False,True
24860,Female,55-59,30012.698438799118,29686,326.69843879911787,1086.0,1142.5586776678986,True,True
44940,Female,65-69,3386.4923385826523,3335,51.49233858265234,393.0852324878156,283.69736103414397,True,True
34820,Female,18-24,14693.25024300759,14972,-278.74975699241077,756.7192345910073,489.614649499218,True,True
43900,Female,25-29,12571.084982100858,12738,-166.91501789914219,42.0,165.92463579567467,False,True
17900,Female,40-44,26704.481344369866,26229,475.48134436986584,1222.0,1133.2618456716016,True,True
17900,Female,45-49,26167.561162044683,26381,-213.43883795531656,257.0,402.8940138927038,True,True
34820,Female,30-34,10921.58678948646,10702,219.58678948646048,46.0,193.13295610856125,False,False
17900,Female,35-39,29956.790348342794,30137,-180.20965165720554,1179.0,1136.194335750267,True,True
43900,Male,60-64,10995.337840742537,11420,-424.6621592574629,870.0,769.4461996884908,True,True
24220,Male,30-34,3412.012187884984,3919,-506.9878121150159,230.0,154.73823788919867,False,False
24220,Male,18-24,7949.576814880288,8698,-748.4231851197119,595.0588206219617,514.9362217559049,False,True
24220,Female,30-34,3171.186790455279,3018,153.18679045527915,122.0,172.28002800237317,False,True
24220,Female,18-24,7052.298168097619,7686,-633.701831902381,633.3008763613075,419.5453214601543,False,True
13740,Male,30-34,6245.429364421455,6413,-167.57063557854508,142.0,301.33134654329206,False,True
13740,Male,18-24,7672.953260957837,7488,184.9532609578373,584.2482349138934,425.2406420071908,True,True
33540,Male,55-59,3020.5339086364334,3287,-266.46609136356665,323.0,370.65032749934653,True,True
13460,Male,65-69,8947.0,8872,75.0,607.289058027559,629.9762626014174,True,True
32780,Female,25-29,6424.0,6473,-49.0,111.0,243.26346543665372,True,True
21660,Female,25-29,12131.0,12201,-70.0,20.0,265.55186647574146,False,True
13460,Male,50-54,8065.0,8152,-87.0,113.0,331.61441533240077,True,True
32780,Male,30-34,7168.0,7191,-23.0,108.0,205.70394484549877,True,True
11260,Male,45-49,11873.559426239222,11856,17.559426239222375,208.0,720.9378129559425,True,True
11260,Male,40-44,14073.307742607725,13769,304.30774260772523,668.0,1081.392101020223,True,True
21820,Female,25-29,3785.1397053405435,3808,-22.860294659456486,81.0,273.02389606804917,True,True
11260,Male,35-39,15740.10259691649,16648,-907.8974030835107,683.0,1336.1820093707897,False,True
25940,Male,25-29,5974.013515819337,6517,-542.986484180663,314.0,458.8143571451706,False,True
44940,Female,50-54,3346.697730355456,3249,97.69773035545586,94.0,143.91019246674995,False,True
32780,Male,18-24,8286.0,8247,39.0,563.4279013325485,391.72247910670126,True,True
38900,Male,25-29,90118.72671601754,90554,-435.27328398246027,162.0,866.7185799660651,False,True
38900,Female,25-29,89436.35477708849,89488,-51.645222911509336,151.0,836.6926924519495,True,True
42660,Male,55-59,118753.0,119505,-752.0,1943.0,2056.402420050913,True,True
48300,Female,55-59,3568.0,3422,146.0,333.0,386.6913574884367,True,True
36500,Male,40-44,10507.0,10519,-12.0,701.0,926.6984529338549,True,True
36500,Male,35-39,11061.0,11210,-149.0,694.0,842.9618681403982,True,True
28420,Female,25-29,10109.942095282084,10047,62.942095282083756,189.0,387.2030034954971,True,True
47460,Female,35-39,1876.2753598317374,1757,119.27535983173743,223.0,244.37109901712236,True,True
49420,Female,60-64,6979.0,6790,189.0,538.8580518095652,635.7397216127447,True,True
36500,Male,45-49,9050.0,8817,233.0,59.0,333.7289062304163,False,True
47460,Female,40-44,1980.0258957069032,1674,306.02589570690316,218.0,249.28350720662075,False,True
31020,Male,30-34,3414.3560884305207,3750,-335.6439115694793,120.0,125.73502248032015,False,False
47460,Female,45-49,1713.3916763495438,1549,164.3916763495438,54.0,188.5972943015367,False,True
31020,Male,18-24,4056.5249714969855,4190,-133.47502850301453,401.16704750016544,114.9663334408991,True,True
20100,Female,60-64,6454.0,6449,5.0,734.0108991016414,644.9559159208093,True,True
37620,Female,18-24,3013.5708950973208,3091,-77.42910490267923,381.01968453086516,126.67883228599628,True,True
16220,Male,60-64,2465.8683076845673,2576,-110.1316923154327,371.3812057711052,257.05885226985356,True,True
33500,Female,25-29,2378.5073255803923,2812,-433.49267441960774,136.0,211.5650228515346,False,False
37620,Female,30-34,2419.3037415510735,2513,-93.69625844892653,40.0,57.4343247893918,False,False
38860,Female,60-64,22729.0,22839,-110.0,1014.8285569493992,1333.129709195152,True,True
12620,Female,25-29,4632.445331536586,4602,30.44533153658631,90.0,272.17921119696194,True,True
30340,Male,55-59,3673.0,3665,8.0,349.0,489.24053381491194,True,True
31080,Male,25-29,484425.0,485872,-1447.0,0.0,1311.794520686262,False,False
41860,Male,25-29,162301.0,162124,177.0,209.0,991.9816481568598,True,True
41860,Female,60-64,139801.0,141497,-1696.0,2469.4958999763494,2895.6443962916096,True,True
23420,Female,50-54,31494.0,31452,42.0,180.0,404.6123205844701,True,True
44700,Male,60-64,19932.0,20548,-616.0,1071.272607696099,964.752601263661,True,True
44700,Female,60-64,22758.0,22741,17.0,1146.787251411525,923.0941354887648,True,True
23420,Female,65-69,26488.0,26199,289.0,987.0729456326924,1014.7923536307809,True,True
37100,Female,50-54,27161.0,27258,-97.0,25.0,280.73119081694506,False,True
17020,Male,40-44,5795.0,5802,-7.0,437.0,542.4341043205156,True,True
37100,Female,65-69,24525.0,24362,163.0,1005.5058428472706,876.4212807969408,True,True
42020,Female,65-69,10158.0,10492,-334.0,620.8776046854967,599.3831265361498,True,True
20940,Male,65-69,3663.0,3514,149.0,430.758633111398,365.2409395779038,True,True
41500,Female,25-29,14048.8965650528,13991,57.896565052800725,71.0,261.292419784491,True,True
25540,Male,18-24,58279.3271027064,58073,206.32710270639654,1564.4753114063512,798.251701813142,True,True
47930,Female,25-29,13810.0,14127,-317.0,30.0,383.21156807304243,False,True
25540,Male,30-34,37936.80362433925,38057,-120.19637566075107,174.0,525.0859914434109,True,True
45300,Female,65-69,107915.0,108472,-557.0,2383.8038929408604,2100.7424501188266,True,True
45300,Female,50-54,108896.0,108825,71.0,95.0,501.2724208763634,True,True
33100,Female,50-54,215126.8440708821,214675,451.8440708820999,96.0,730.6676322877703,False,True
33100,Female,65-69,187069.93409919596,186988,81.93409919596161,3469.3990834148785,2934.3241699175555,True,True
45220,Female,65-69,11253.147199216362,11442,-188.85280078363758,609.7253480051489,555.5632533125425,True,True
19660,Female,60-64,30925.0,30285,640.0,1426.1591776516393,1263.492738957668,True,True
37460,Female,60-64,8372.796308581941,8164,208.79630858194105,610.9468061951056,479.0521603339091,True,True
39460,Male,65-69,10328.0,10460,-132.0,876.8169706386847,818.9290961669087,True,True
39460,Male,50-54,5466.0,5338,128.0,57.0,263.16864031928276,False,True
19660,Male,55-59,21763.0,22182,-419.0,982.0,989.9049760235827,True,True
38940,Female,18-24,16484.0,16471,13.0,908.5510442457264,258.00895508441175,True,True
45220,Female,50-54,10412.94930185922,10698,-285.0506981407798,142.0,243.5347194711313,False,False
36100,Female,55-59,14417.0,14743,-326.0,730.0,919.9760853855115,True,True
48680,Male,45-49,2455.0,2591,-136.0,364.0,356.50038311690497,True,True
38060,Female,40-44,164200.25318710395,162145,2055.2531871039537,2597.0,3072.2683360877345,True,True
38060,Male,18-24,237935.25494287384,236845,1090.254942873842,2633.364767744871,1381.9798724797104,True,True
38060,Female,35-39,165624.2695997354,166270,-645.7304002646124,2601.0,3188.9084019596016,True,True
39150,Male,18-24,8812.0,8658,154.0,532.9737329362489,255.72925777812364,True,True
38060,Female,45-49,151244.81745082574,151992,-747.1825491742638,51.0,1050.1559181679727,False,True
29420,Female,18-24,5811.0,5835,-24.0,368.23905279043936,105.96277427710169,True,True
38060,Male,30-34,188263.1403343597,188439,-175.8596656403097,63.0,1215.111504942059,False,True
46060,Male,55-59,27614.56858953154,28180,-565.43141046846,1185.0,1334.7165026884793,True,True
29420,Female,30-34,5635.0,5540,95.0,113.0,211.8814917766533,True,True
22380,Female,50-54,3495.0,3515,-20.0,103.0,166.27565283663753,True,True
22380,Female,65-69,4130.0,4279,-149.0,391.9923468640683,365.0792050398105,True,True
16980,Male,40-44,314315.43262653326,312761,1554.4326265332638,3395.0,4169.6981731033,True,True
16980,Male,35-39,331202.64248862024,330783,419.64248862024397,3438.0,4236.439291314904,True,True
16980,Male,45-49,293188.67360095785,293303,-114.32639904215466,276.0,1213.6207378893141,True,True
37900,Male,45-49,10488.002783838692,10671,-182.99721616130773,70.0,184.75091792610345,False,True
16580,Female,40-44,6685.18367708323,6784,-98.81632291677033,574.0,487.2956621261523,True,True
16580,Female,45-49,6074.101212953326,5996,78.10121295332556,36.0,140.24680717082288,False,True
19340,Male,18-24,16794.47339631334,16442,352.47339631334034,682.4089682880787,415.2630662539892,True,True
16580,Female,35-39,6995.507792614677,7344,-348.4922073853231,569.0,447.75702406200475,True,True
19340,Male,30-34,11585.550099970791,11678,-92.44990002920895,86.0,238.94798013841324,False,True
37900,Male,40-44,12454.436845694465,12350,104.43684569446486,539.0,683.5923686303287,True,True
